sub_region_2,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Stanislaus County,,06099,2020-06-11,-15,0,24,-6,-30,9
Stanislaus County,,06099,2020-06-12,-19,1,27,-8,-29,9
Stanislaus County,,06099,2020-06-13,-20,3,43,6,-7,4
Stanislaus County,,06099,2020-06-14,-15,3,61,13,-10,2
Stanislaus County,,06099,2020-06-15,-14,1,37,-5,-29,8
Stanislaus County,,06099,2020-06-16,-12,2,35,-5,-30,8
Stanislaus County,,06099,2020-06-17,-12,1,35,-4,-31,8
Stanislaus County,,06099,2020-06-18,-12,3,28,-4,-31,8
Stanislaus County,,06099,2020-06-19,-17,2,45,-9,-31,7
Stanislaus County,,06099,2020-06-20,-20,9,48,-2,-10,2
Stanislaus County,,06099,2020-06-21,-18,8,50,4,-11,1
Stanislaus County,,06099,2020-06-22,-16,-4,35,-9,-32,8
Stanislaus County,,06099,2020-06-23,-14,-2,26,-6,-33,8
Sutter County,,06101,2020-02-15,2,3,,,-3,0
Sutter County,,06101,2020-02-16,10,2,,,-2,-1
Sutter County,,06101,2020-02-17,11,5,,,-40,8
Sutter County,,06101,2020-02-18,2,5,,,-2,-1
Sutter County,,06101,2020-02-19,6,2,,,-2,0
Sutter County,,06101,2020-02-20,4,2,,,-2,0
Sutter County,,06101,2020-02-21,3,4,,,-2,-1
Sutter County,,06101,2020-02-22,7,4,,,-3,-1
Sutter County,,06101,2020-02-23,12,2,,,-1,-1
Sutter County,,06101,2020-02-24,3,2,,,1,0
Sutter County,,06101,2020-02-25,5,6,,,1,-1
Sutter County,,06101,2020-02-26,16,6,,,0,-1
Sutter County,,06101,2020-02-27,11,6,,,-1,-1
Sutter County,,06101,2020-02-28,11,10,,,-1,-2
Sutter County,,06101,2020-02-29,13,11,,,0,-1
Sutter County,,06101,2020-03-01,18,12,,,-1,-1
Sutter County,,06101,2020-03-02,13,14,,,1,-1
Sutter County,,06101,2020-03-03,18,16,,,2,-2
Sutter County,,06101,2020-03-04,15,12,,,1,-1
Sutter County,,06101,2020-03-05,13,16,,,0,-1
Sutter County,,06101,2020-03-06,3,12,,,0,-2
Sutter County,,06101,2020-03-07,9,15,-16,,-1,1
Sutter County,,06101,2020-03-08,13,7,,,0,0
Sutter County,,06101,2020-03-09,8,16,,,0,-1
Sutter County,,06101,2020-03-10,7,12,,,1,-2
Sutter County,,06101,2020-03-11,10,11,,,-1,-1
Sutter County,,06101,2020-03-12,7,20,,,-1,-1
Sutter County,,06101,2020-03-13,0,29,,,-1,-1
Sutter County,,06101,2020-03-14,-3,30,-37,,-5,4
Sutter County,,06101,2020-03-15,-8,11,,,-6,4
Sutter County,,06101,2020-03-16,2,39,,,-9,4
Sutter County,,06101,2020-03-17,-13,17,,,-22,7
Sutter County,,06101,2020-03-18,-15,19,,,-27,10
Sutter County,,06101,2020-03-19,-17,18,,,-30,9
Sutter County,,06101,2020-03-20,-36,-3,,-19,-35,13
Sutter County,,06101,2020-03-21,-39,-8,,-25,-24,9
Sutter County,,06101,2020-03-22,-41,-20,,,-30,
Sutter County,,06101,2020-03-23,-37,-14,,,-38,13
Sutter County,,06101,2020-03-24,-40,-13,,,-40,16
Sutter County,,06101,2020-03-25,-36,-12,,-26,-41,15
Sutter County,,06101,2020-03-26,-37,-13,,,-43,15
Sutter County,,06101,2020-03-27,-42,-14,,-33,-43,16
Sutter County,,06101,2020-03-28,-45,-17,-28,-43,-33,13
Sutter County,,06101,2020-03-29,-41,-18,,,-34,
Sutter County,,06101,2020-03-30,-34,-16,,-28,-42,14
Sutter County,,06101,2020-03-31,-34,-10,,,-45,14
Sutter County,,06101,2020-04-01,-28,-8,,,-44,14
Sutter County,,06101,2020-04-02,-32,-6,,-31,-47,15
Sutter County,,06101,2020-04-03,-33,-2,,-21,-44,15
Sutter County,,06101,2020-04-04,-45,-13,-47,-50,-37,15
Sutter County,,06101,2020-04-05,-47,-21,,,-43,
Sutter County,,06101,2020-04-06,-31,-5,,,-44,15
Sutter County,,06101,2020-04-07,-36,-11,,,-45,15
Sutter County,,06101,2020-04-08,-36,-10,,,-44,16
Sutter County,,06101,2020-04-09,-36,-5,,-26,-46,16
Sutter County,,06101,2020-04-10,-37,-9,,-21,-45,16
Sutter County,,06101,2020-04-11,-37,-4,-19,-20,-37,12
Sutter County,,06101,2020-04-12,-54,-33,,,-39,
Sutter County,,06101,2020-04-13,-30,-14,,-22,-41,13
Sutter County,,06101,2020-04-14,-28,-8,,-5,-43,13
Sutter County,,06101,2020-04-15,-20,-5,,-13,-41,13
Sutter County,,06101,2020-04-16,-28,-7,,-21,-42,14
Sutter County,,06101,2020-04-17,-33,-8,,-5,-41,15
Sutter County,,06101,2020-04-18,-31,-7,-10,2,-27,10
Sutter County,,06101,2020-04-19,-29,-11,,,-30,
Sutter County,,06101,2020-04-20,-30,-9,,-21,-40,13
Sutter County,,06101,2020-04-21,-29,-5,,-8,-40,12
Sutter County,,06101,2020-04-22,-29,-8,,-19,-40,13
Sutter County,,06101,2020-04-23,-30,-4,,-7,-41,13
Sutter County,,06101,2020-04-24,-32,-7,,-7,-42,14
Sutter County,,06101,2020-04-25,-32,-6,,-16,-28,9
Sutter County,,06101,2020-04-26,-26,-11,,,-30,
Sutter County,,06101,2020-04-27,-23,-6,,-20,-38,12
Sutter County,,06101,2020-04-28,-24,-2,,-3,-39,4
Sutter County,,06101,2020-04-29,-21,-5,,-14,-39,12
Sutter County,,06101,2020-04-30,-17,-2,,-15,-40,12
Sutter County,,06101,2020-05-01,-22,2,,-1,-38,11
Sutter County,,06101,2020-05-02,-22,0,,-15,-25,7
Sutter County,,06101,2020-05-03,-17,-1,,,-26,
Sutter County,,06101,2020-05-04,-11,2,,-2,-35,9
Sutter County,,06101,2020-05-05,-12,8,,-2,-34,9
Sutter County,,06101,2020-05-06,-11,-1,,-3,-35,10
Sutter County,,06101,2020-05-07,-13,4,,3,-36,10
Sutter County,,06101,2020-05-08,-16,7,,-4,-35,10
Sutter County,,06101,2020-05-09,-11,18,,,-21,5
Sutter County,,06101,2020-05-10,-10,17,,,-21,3
Sutter County,,06101,2020-05-11,-16,-2,,-18,-35,10
Sutter County,,06101,2020-05-12,-14,2,,-10,-34,11
Sutter County,,06101,2020-05-13,-13,-2,,-23,-36,11
Sutter County,,06101,2020-05-14,-12,0,,-26,-36,10
Sutter County,,06101,2020-05-15,-16,2,,1,-34,9
Sutter County,,06101,2020-05-16,-13,4,,,-20,6
Sutter County,,06101,2020-05-17,-9,-1,,,-21,7
Sutter County,,06101,2020-05-18,-8,0,,-13,-34,12
Sutter County,,06101,2020-05-19,-8,4,,-2,-33,9
Sutter County,,06101,2020-05-20,-6,3,,5,-32,9
Sutter County,,06101,2020-05-21,-8,4,,-13,-34,8
Sutter County,,06101,2020-05-22,-12,5,,-7,-34,8
Sutter County,,06101,2020-05-23,-11,5,,,-19,4
Sutter County,,06101,2020-05-24,-8,3,,,-21,3
Sutter County,,06101,2020-05-25,-13,-3,,-26,-65,15
Sutter County,,06101,2020-05-26,-10,5,,-4,-32,8
Sutter County,,06101,2020-05-27,-5,4,,-7,-31,8
Sutter County,,06101,2020-05-28,-3,6,,-8,-32,8
Sutter County,,06101,2020-05-29,-12,3,,3,-30,8
Sutter County,,06101,2020-05-30,-8,4,,,-12,5
Sutter County,,06101,2020-05-31,-5,2,,,-11,3
Sutter County,,06101,2020-06-01,1,8,,-8,-30,6
Sutter County,,06101,2020-06-02,-1,7,,,-29,6
Sutter County,,06101,2020-06-03,2,7,,0,-30,6
Sutter County,,06101,2020-06-04,1,9,,-10,-32,7
Sutter County,,06101,2020-06-05,-6,7,,3,-30,7
Sutter County,,06101,2020-06-06,-8,9,,,-12,3
Sutter County,,06101,2020-06-07,-2,4,,,-14,2
Sutter County,,06101,2020-06-08,-1,6,,-6,-28,6
Sutter County,,06101,2020-06-09,-5,2,,-11,-30,6
Sutter County,,06101,2020-06-10,-2,2,,-7,-30,6
Sutter County,,06101,2020-06-11,-4,1,,-5,-31,7
Sutter County,,06101,2020-06-12,-12,1,,-2,-29,6
Sutter County,,06101,2020-06-13,-8,5,,,-9,2
Sutter County,,06101,2020-06-14,-5,-1,,,-13,1
Sutter County,,06101,2020-06-15,-6,0,,-3,-29,5
Sutter County,,06101,2020-06-16,-2,1,,,-29,5
Sutter County,,06101,2020-06-17,-1,1,,4,-30,6
Sutter County,,06101,2020-06-18,-3,4,,2,-32,6
Sutter County,,06101,2020-06-19,-9,3,,0,-32,6
Sutter County,,06101,2020-06-20,-8,9,,,-13,2
Sutter County,,06101,2020-06-21,-8,3,,,-11,0
Sutter County,,06101,2020-06-22,-7,-3,,-1,-33,6
Sutter County,,06101,2020-06-23,-7,-1,,-17,-33,6
Tehama County,,06103,2020-02-15,5,10,42,-1,-3,-1
Tehama County,,06103,2020-02-16,10,9,,4,-2,
Tehama County,,06103,2020-02-17,5,1,,10,-36,7
Tehama County,,06103,2020-02-18,3,8,,-1,-15,2
Tehama County,,06103,2020-02-19,4,4,,3,-14,1
Tehama County,,06103,2020-02-20,3,1,,8,-17,2
Tehama County,,06103,2020-02-21,-1,-1,-2,6,-17,3
Tehama County,,06103,2020-02-22,4,6,5,-3,-4,-1
Tehama County,,06103,2020-02-23,4,7,,9,-6,
Tehama County,,06103,2020-02-24,4,3,,3,2,0
Tehama County,,06103,2020-02-25,9,9,,2,1,0
Tehama County,,06103,2020-02-26,13,17,,4,2,-2
Tehama County,,06103,2020-02-27,11,9,,7,1,-1
Tehama County,,06103,2020-02-28,11,11,12,10,2,-1
Tehama County,,06103,2020-02-29,10,14,2,1,5,-2
Tehama County,,06103,2020-03-01,14,12,,9,-1,
Tehama County,,06103,2020-03-02,14,14,,3,1,-1
Tehama County,,06103,2020-03-03,15,26,,7,1,-2
Tehama County,,06103,2020-03-04,12,13,,4,1,-1
Tehama County,,06103,2020-03-05,11,12,,3,0,-1
Tehama County,,06103,2020-03-06,7,8,8,6,0,-1
Tehama County,,06103,2020-03-07,-1,6,-20,-10,-3,0
Tehama County,,06103,2020-03-08,7,12,,8,-2,
Tehama County,,06103,2020-03-09,10,14,,6,0,-1
Tehama County,,06103,2020-03-10,9,17,,5,1,-1
Tehama County,,06103,2020-03-11,6,11,,6,-1,-1
Tehama County,,06103,2020-03-12,4,19,,3,0,-1
Tehama County,,06103,2020-03-13,2,15,8,3,-1,0
Tehama County,,06103,2020-03-14,-3,14,-2,-8,-2,2
Tehama County,,06103,2020-03-15,4,19,0,7,-7,
Tehama County,,06103,2020-03-16,3,24,,3,-19,4
Tehama County,,06103,2020-03-17,-13,6,-31,0,-23,9
Tehama County,,06103,2020-03-18,-13,17,,7,-23,8
Tehama County,,06103,2020-03-19,-10,24,,8,-26,7
Tehama County,,06103,2020-03-20,-26,8,-10,0,-31,12
Tehama County,,06103,2020-03-21,-31,1,-8,-13,-15,
Tehama County,,06103,2020-03-22,-25,0,,-5,-26,
Tehama County,,06103,2020-03-23,-23,-4,,-10,-31,12
Tehama County,,06103,2020-03-24,-32,-9,-26,-12,-35,14
Tehama County,,06103,2020-03-25,-28,-3,,-9,-34,13
Tehama County,,06103,2020-03-26,-29,-9,,-8,-35,12
Tehama County,,06103,2020-03-27,-34,-9,-12,-14,-36,15
Tehama County,,06103,2020-03-28,-36,-2,-43,-24,-24,
Tehama County,,06103,2020-03-29,-34,-9,-9,-22,-27,
Tehama County,,06103,2020-03-30,-26,-6,,-10,-35,12
Tehama County,,06103,2020-03-31,-24,-3,,-10,-36,12
Tehama County,,06103,2020-04-01,-20,8,,-4,-35,11
Tehama County,,06103,2020-04-02,-25,1,,-7,-37,11
Tehama County,,06103,2020-04-03,-24,5,0,-14,-37,13
Tehama County,,06103,2020-04-04,-35,-4,-60,-28,-29,
Tehama County,,06103,2020-04-05,-39,-5,-31,-27,-31,
Tehama County,,06103,2020-04-06,-26,1,,-18,-34,12
Tehama County,,06103,2020-04-07,-25,-10,,-16,-36,12
Tehama County,,06103,2020-04-08,-26,0,,-12,-36,12
Tehama County,,06103,2020-04-09,-29,-3,-7,-15,-38,13
Tehama County,,06103,2020-04-10,-29,-2,-4,-20,-39,14
Tehama County,,06103,2020-04-11,-27,11,-5,-28,-24,
Tehama County,,06103,2020-04-12,-32,-8,,-29,-31,
Tehama County,,06103,2020-04-13,-21,-6,,-19,-34,11
Tehama County,,06103,2020-04-14,-21,-4,,-18,-36,11
Tehama County,,06103,2020-04-15,-20,10,,-10,-36,10
Tehama County,,06103,2020-04-16,-32,4,-3,-11,-36,11
Tehama County,,06103,2020-04-17,-37,6,-1,-17,-35,13
Tehama County,,06103,2020-04-18,-33,10,-18,-21,-17,
Tehama County,,06103,2020-04-19,-32,8,,-30,-26,
Tehama County,,06103,2020-04-20,-30,7,,-14,-33,11
Tehama County,,06103,2020-04-21,-34,6,,-16,-32,11
Tehama County,,06103,2020-04-22,-34,8,,-14,-35,11
Tehama County,,06103,2020-04-23,-33,4,,-21,-35,11
Tehama County,,06103,2020-04-24,-36,3,3,-22,-33,12
Tehama County,,06103,2020-04-25,-37,10,-13,-19,-20,
Tehama County,,06103,2020-04-26,-32,17,,-19,-25,
Tehama County,,06103,2020-04-27,-30,12,,-16,-31,10
Tehama County,,06103,2020-04-28,-30,18,,-11,-32,3
Tehama County,,06103,2020-04-29,-29,11,,-12,-32,10
Tehama County,,06103,2020-04-30,-27,11,,-9,-35,10
Tehama County,,06103,2020-05-01,-26,17,10,-4,-31,10
Tehama County,,06103,2020-05-02,-27,21,-5,-19,-15,
Tehama County,,06103,2020-05-03,-24,16,,-6,-17,
Tehama County,,06103,2020-05-04,-22,22,,-2,-31,9
Tehama County,,06103,2020-05-05,-27,22,,-11,-30,9
Tehama County,,06103,2020-05-06,-26,21,,-6,-30,9
Tehama County,,06103,2020-05-07,-27,14,,-7,-31,8
Tehama County,,06103,2020-05-08,-35,16,12,-10,-31,10
Tehama County,,06103,2020-05-09,-32,41,5,-18,-14,
Tehama County,,06103,2020-05-10,-23,40,,-6,-12,
Tehama County,,06103,2020-05-11,-27,8,,4,-29,9
Tehama County,,06103,2020-05-12,-33,11,,-4,-29,9
Tehama County,,06103,2020-05-13,-29,18,,-10,-30,10
Tehama County,,06103,2020-05-14,-29,10,,-10,-30,9
Tehama County,,06103,2020-05-15,-32,14,17,-2,-29,9
Tehama County,,06103,2020-05-16,-30,15,-18,-11,-10,5
Tehama County,,06103,2020-05-17,-22,14,,-2,-16,
Tehama County,,06103,2020-05-18,-26,4,,0,-29,11
Tehama County,,06103,2020-05-19,-24,19,,0,-27,8
Tehama County,,06103,2020-05-20,-24,19,,2,-26,8
Tehama County,,06103,2020-05-21,-21,15,,7,-27,7
Tehama County,,06103,2020-05-22,-26,20,3,10,-30,8
Tehama County,,06103,2020-05-23,-26,24,14,-7,-12,3
Tehama County,,06103,2020-05-24,-16,22,,6,-14,
Tehama County,,06103,2020-05-25,-21,13,,11,-62,13
Tehama County,,06103,2020-05-26,-20,18,,-13,-26,7
Tehama County,,06103,2020-05-27,-22,17,,6,-24,7
Tehama County,,06103,2020-05-28,-23,16,,1,-26,7
Tehama County,,06103,2020-05-29,-25,11,6,-4,-25,8
Tehama County,,06103,2020-05-30,-24,17,-23,-9,-5,5
Tehama County,,06103,2020-05-31,-13,19,,11,-5,
Tehama County,,06103,2020-06-01,-7,25,,16,-20,5
Tehama County,,06103,2020-06-02,-13,29,,10,-23,6
Tehama County,,06103,2020-06-03,-9,32,,7,-24,5
Tehama County,,06103,2020-06-04,-12,28,,9,-25,5
Tehama County,,06103,2020-06-05,-20,14,10,2,-26,6
Tehama County,,06103,2020-06-06,-20,21,-11,-9,-1,2
Tehama County,,06103,2020-06-07,-12,15,,18,-9,
Tehama County,,06103,2020-06-08,-14,14,,13,-22,6
Tehama County,,06103,2020-06-09,-17,19,,7,-23,7
Tehama County,,06103,2020-06-10,-16,19,,7,-23,6
Tehama County,,06103,2020-06-11,-18,15,,11,-25,5
Tehama County,,06103,2020-06-12,-24,10,11,2,-26,7
Tehama County,,06103,2020-06-13,-19,18,21,0,-4,2
Tehama County,,06103,2020-06-14,-10,20,,17,-7,
Tehama County,,06103,2020-06-15,-18,13,,14,-24,5
Tehama County,,06103,2020-06-16,-16,18,,10,-24,5
Tehama County,,06103,2020-06-17,-14,20,,13,-25,6
Tehama County,,06103,2020-06-18,-16,19,,14,-27,5
Tehama County,,06103,2020-06-19,-22,14,32,7,-29,5
Tehama County,,06103,2020-06-20,-18,23,7,-5,-5,1
Tehama County,,06103,2020-06-21,-13,22,,24,-7,
Tehama County,,06103,2020-06-22,-16,10,,16,-26,6
Tehama County,,06103,2020-06-23,-17,18,,7,-26,6
Trinity County,,06105,2020-02-15,-5,10,,,,
Trinity County,,06105,2020-02-16,2,19,,,,
Trinity County,,06105,2020-02-17,-9,2,,,-33,
Trinity County,,06105,2020-02-18,9,17,,,-7,
Trinity County,,06105,2020-02-19,10,27,,,-5,
Trinity County,,06105,2020-02-20,3,-14,,,-8,
Trinity County,,06105,2020-02-21,23,-13,,,-10,
Trinity County,,06105,2020-02-22,18,18,,,,
Trinity County,,06105,2020-02-23,-9,22,,,,
Trinity County,,06105,2020-02-24,10,5,,,1,
Trinity County,,06105,2020-02-25,6,-10,,,1,
Trinity County,,06105,2020-02-26,0,25,,,2,
Trinity County,,06105,2020-02-27,12,-8,,,-1,
Trinity County,,06105,2020-02-28,13,15,,,-1,
Trinity County,,06105,2020-02-29,14,19,,,,
Trinity County,,06105,2020-03-01,,15,,,,
Trinity County,,06105,2020-03-02,3,30,,,0,
Trinity County,,06105,2020-03-03,44,4,,,5,
Trinity County,,06105,2020-03-04,3,3,,,3,
Trinity County,,06105,2020-03-05,11,9,,,2,
Trinity County,,06105,2020-03-06,10,8,,,2,
Trinity County,,06105,2020-03-07,4,6,,,,
Trinity County,,06105,2020-03-08,-11,9,,,,
Trinity County,,06105,2020-03-09,9,23,,,2,
Trinity County,,06105,2020-03-10,-2,17,,,6,
Trinity County,,06105,2020-03-11,12,29,,,3,
Trinity County,,06105,2020-03-12,-3,-8,,,0,
Trinity County,,06105,2020-03-13,17,25,,,4,
Trinity County,,06105,2020-03-14,-12,11,,,,
Trinity County,,06105,2020-03-15,-15,7,,,,
Trinity County,,06105,2020-03-16,-5,36,,,-4,
Trinity County,,06105,2020-03-17,-20,-9,,,-17,
Trinity County,,06105,2020-03-18,-7,26,,,-17,
Trinity County,,06105,2020-03-19,-3,18,,,-21,
Trinity County,,06105,2020-03-20,-7,0,,,-29,
Trinity County,,06105,2020-03-21,-26,3,,,,
Trinity County,,06105,2020-03-22,-21,6,,,,
Trinity County,,06105,2020-03-23,-14,18,,,-27,
Trinity County,,06105,2020-03-24,-23,-21,,,-32,
Trinity County,,06105,2020-03-25,-36,-16,,,-34,
Trinity County,,06105,2020-03-26,-29,-12,,,-37,
Trinity County,,06105,2020-03-27,-20,-11,,,-28,
Trinity County,,06105,2020-03-28,-42,-15,,,,
Trinity County,,06105,2020-03-29,-65,-20,,,,
Trinity County,,06105,2020-03-30,-26,-11,,,-34,
Trinity County,,06105,2020-03-31,-25,-19,,,-36,
Trinity County,,06105,2020-04-01,-17,-4,,,-33,
Trinity County,,06105,2020-04-02,-23,-16,,,-30,
Trinity County,,06105,2020-04-03,-14,-18,,,-32,
Trinity County,,06105,2020-04-04,-39,-15,,,,
Trinity County,,06105,2020-04-05,,0,,,,
Trinity County,,06105,2020-04-06,,,,,-39,
Trinity County,,06105,2020-04-07,,,,,-33,
Trinity County,,06105,2020-04-08,,,,,-41,
Trinity County,,06105,2020-04-09,,,,,-40,
Trinity County,,06105,2020-04-10,,,,,-35,
Trinity County,,06105,2020-04-13,,,,,-30,
Trinity County,,06105,2020-04-14,,,,,-33,
Trinity County,,06105,2020-04-15,,,,,-35,
Trinity County,,06105,2020-04-16,,,,,-32,
Trinity County,,06105,2020-04-17,,,,,-28,
Trinity County,,06105,2020-04-20,,,,,-34,
Trinity County,,06105,2020-04-21,,,,,-30,
Trinity County,,06105,2020-04-22,,,,,-34,
Trinity County,,06105,2020-04-23,,,,,-33,
Trinity County,,06105,2020-04-24,,,,,-32,
Trinity County,,06105,2020-04-27,,,,,-32,
Trinity County,,06105,2020-04-28,,,,,-31,
Trinity County,,06105,2020-04-29,,,,,-30,
Trinity County,,06105,2020-04-30,,,,,-28,
Trinity County,,06105,2020-05-01,,,,,-33,
Trinity County,,06105,2020-05-04,,,,,-25,
Trinity County,,06105,2020-05-05,,,,,-24,
Trinity County,,06105,2020-05-06,,,,,-25,
Trinity County,,06105,2020-05-07,,,,,-27,
Trinity County,,06105,2020-05-08,,,,,-28,
Trinity County,,06105,2020-05-11,,,,,-22,
Trinity County,,06105,2020-05-12,,,,,-25,
Trinity County,,06105,2020-05-13,,,,,-25,
Trinity County,,06105,2020-05-14,,,,,-26,
Trinity County,,06105,2020-05-15,,,,,-28,
Trinity County,,06105,2020-05-18,,,,,-23,
Trinity County,,06105,2020-05-19,,,,,-25,
Trinity County,,06105,2020-05-20,,,,,-24,
Trinity County,,06105,2020-05-21,,,,,-27,
Trinity County,,06105,2020-05-22,,,,,-21,
Trinity County,,06105,2020-05-25,,,,,-55,
Trinity County,,06105,2020-05-26,,,,,-19,
Trinity County,,06105,2020-05-27,,,,,-20,
Trinity County,,06105,2020-05-28,,,,,-19,
Trinity County,,06105,2020-05-29,,,,,-14,
Trinity County,,06105,2020-06-01,,,,,-11,
Trinity County,,06105,2020-06-02,,,,,-16,
Trinity County,,06105,2020-06-03,,,,,-12,
Trinity County,,06105,2020-06-04,,,,,-15,
Trinity County,,06105,2020-06-05,,,,,-18,
Trinity County,,06105,2020-06-08,,,,,-14,
Trinity County,,06105,2020-06-09,,,,,-12,
Trinity County,,06105,2020-06-10,,,,,-9,
Trinity County,,06105,2020-06-11,,,,,-15,
Trinity County,,06105,2020-06-12,,,,,-15,
Trinity County,,06105,2020-06-15,,,,,-15,
Trinity County,,06105,2020-06-16,,,,,-14,
Trinity County,,06105,2020-06-17,,,,,-15,
Trinity County,,06105,2020-06-18,,,,,-18,
Trinity County,,06105,2020-06-19,,,,,-21,
Trinity County,,06105,2020-06-22,,,,,-22,
Trinity County,,06105,2020-06-23,,,,,-18,
Tulare County,,06107,2020-02-15,1,1,22,15,-3,0
Tulare County,,06107,2020-02-16,6,2,63,13,0,-1
Tulare County,,06107,2020-02-17,3,0,61,2,-36,7
Tulare County,,06107,2020-02-18,2,3,16,6,1,0
Tulare County,,06107,2020-02-19,2,1,16,7,0,1
Tulare County,,06107,2020-02-20,2,5,28,12,1,0
Tulare County,,06107,2020-02-21,-2,-2,23,8,2,-1
Tulare County,,06107,2020-02-22,1,0,-4,-6,0,1
Tulare County,,06107,2020-02-23,5,4,39,12,1,-1
Tulare County,,06107,2020-02-24,2,-1,31,5,4,0
Tulare County,,06107,2020-02-25,6,1,28,12,2,0
Tulare County,,06107,2020-02-26,12,3,32,12,1,-1
Tulare County,,06107,2020-02-27,8,6,37,15,2,-1
Tulare County,,06107,2020-02-28,5,4,28,18,1,-2
Tulare County,,06107,2020-02-29,9,7,43,24,0,-2
Tulare County,,06107,2020-03-01,13,8,37,15,0,-2
Tulare County,,06107,2020-03-02,12,9,35,10,4,-1
Tulare County,,06107,2020-03-03,18,14,35,14,1,-2
Tulare County,,06107,2020-03-04,14,10,39,11,1,-1
Tulare County,,06107,2020-03-05,10,12,40,13,1,-1
Tulare County,,06107,2020-03-06,5,7,45,16,1,-2
Tulare County,,06107,2020-03-07,7,7,50,16,2,-2
Tulare County,,06107,2020-03-08,9,10,44,16,0,-2
Tulare County,,06107,2020-03-09,6,9,40,8,4,-1
Tulare County,,06107,2020-03-10,5,6,12,6,0,1
Tulare County,,06107,2020-03-11,12,11,36,5,0,1
Tulare County,,06107,2020-03-12,6,29,24,7,0,0
Tulare County,,06107,2020-03-13,2,31,15,4,-3,0
Tulare County,,06107,2020-03-14,-3,28,-1,-6,-3,1
Tulare County,,06107,2020-03-15,-7,22,12,0,-4,2
Tulare County,,06107,2020-03-16,-8,14,-29,-12,-17,9
Tulare County,,06107,2020-03-17,-7,21,1,-1,-21,8
Tulare County,,06107,2020-03-18,-13,18,-2,-3,-27,8
Tulare County,,06107,2020-03-19,-23,15,-20,-10,-29,11
Tulare County,,06107,2020-03-20,-34,6,-8,-13,-32,12
Tulare County,,06107,2020-03-21,-40,-5,-33,-28,-18,10
Tulare County,,06107,2020-03-22,-42,-8,-10,-25,-22,9
Tulare County,,06107,2020-03-23,-29,-8,-4,-17,-34,15
Tulare County,,06107,2020-03-24,-33,-10,-24,-21,-38,15
Tulare County,,06107,2020-03-25,-33,-13,-33,-22,-39,16
Tulare County,,06107,2020-03-26,-33,-7,-18,-14,-39,15
Tulare County,,06107,2020-03-27,-36,-9,-13,-20,-37,15
Tulare County,,06107,2020-03-28,-38,-10,-32,-30,-24,11
Tulare County,,06107,2020-03-29,-39,-13,-27,-28,-25,11
Tulare County,,06107,2020-03-30,-29,-13,-3,-19,-36,13
Tulare County,,06107,2020-03-31,-26,-10,-6,-15,-39,14
Tulare County,,06107,2020-04-01,-24,-5,-13,-15,-38,13
Tulare County,,06107,2020-04-02,-28,1,-11,-15,-39,14
Tulare County,,06107,2020-04-03,-31,0,-18,-20,-38,14
Tulare County,,06107,2020-04-04,-36,0,-33,-30,-23,10
Tulare County,,06107,2020-04-05,-41,-12,-50,-33,-29,11
Tulare County,,06107,2020-04-06,-30,-7,-37,-25,-40,17
Tulare County,,06107,2020-04-07,-32,-10,-32,-22,-41,16
Tulare County,,06107,2020-04-08,-36,-14,-48,-29,-44,18
Tulare County,,06107,2020-04-09,-34,-6,-35,-22,-43,18
Tulare County,,06107,2020-04-10,-36,-7,-28,-26,-45,17
Tulare County,,06107,2020-04-11,-36,-2,-47,-32,-29,12
Tulare County,,06107,2020-04-12,-53,-13,-46,-29,-30,10
Tulare County,,06107,2020-04-13,-32,-14,-25,-19,-39,14
Tulare County,,06107,2020-04-14,-27,-8,-20,-18,-39,14
Tulare County,,06107,2020-04-15,-28,-6,-22,-15,-39,13
Tulare County,,06107,2020-04-16,-40,-4,-15,-13,-39,13
Tulare County,,06107,2020-04-17,-45,-11,-35,-22,-38,15
Tulare County,,06107,2020-04-18,-45,-8,-52,-35,-24,13
Tulare County,,06107,2020-04-19,-43,-8,-24,-21,-22,9
Tulare County,,06107,2020-04-20,-39,-8,-19,-17,-37,13
Tulare County,,06107,2020-04-21,-39,-5,-21,-15,-39,13
Tulare County,,06107,2020-04-22,-38,-4,-18,-12,-39,13
Tulare County,,06107,2020-04-23,-41,-1,-13,-9,-38,13
Tulare County,,06107,2020-04-24,-44,-5,-17,-15,-38,13
Tulare County,,06107,2020-04-25,-42,-1,-29,-24,-21,9
Tulare County,,06107,2020-04-26,-41,-2,-23,-21,-22,8
Tulare County,,06107,2020-04-27,-34,-2,-10,-11,-35,11
Tulare County,,06107,2020-04-28,-35,-2,-16,-11,-37,5
Tulare County,,06107,2020-04-29,-33,-2,-22,-12,-38,12
Tulare County,,06107,2020-04-30,-32,4,-14,-8,-38,11
Tulare County,,06107,2020-05-01,-34,4,-13,-5,-37,11
Tulare County,,06107,2020-05-02,-35,7,-25,-17,-19,7
Tulare County,,06107,2020-05-03,-32,8,-11,-12,-19,6
Tulare County,,06107,2020-05-04,-28,5,-3,-6,-34,9
Tulare County,,06107,2020-05-05,-29,9,-12,-4,-36,10
Tulare County,,06107,2020-05-06,-30,4,-10,-5,-37,11
Tulare County,,06107,2020-05-07,-32,8,-9,-6,-37,11
